PRECTOT,PS,QV2M,T2M,T2MDEW,T2MWET,T2M_MAX,T2M_MIN,T2M_RANGE,TS,WS10M,WS10M_MAX,WS10M_MIN,WS10M_RANGE,WS50M,WS50M_MAX,WS50M_MIN,WS50M_RANGE,score
12.651428571428571,99.06142857142856,6.207142857142856,8.721428571428572,5.6571428571428575,5.668571428571428,13.967142857142855,3.2771428571428567,10.69285714285714,8.680000000000001,3.647142857142857,5.291428571428571,2.315714285714286,2.975714285714285,6.232857142857142,8.801428571428572,4.027142857142858,4.775714285714286,0.0
5.494285714285715,99.21571428571428,14.404285714285717,26.34428571428571,19.33857142857143,19.33857142857143,32.61571428571428,20.75,11.865714285714288,26.238571428571426,1.772857142857143,2.3942857142857146,1.1214285714285714,1.2771428571428571,3.52,4.837142857142857,2.19,2.648571428571429,0.4157
3.937142857142857,99.85714285714286,3.668571428571428,2.637142857142857,-1.2157142857142855,-1.1628571428571426,8.901428571428571,-2.8728571428571428,11.774285714285716,2.5828571428571427,1.8414285714285716,2.7828571428571425,0.9871428571428572,1.7971428571428572,3.852857142857143,5.534285714285715,1.7542857142857142,3.781428571428571,0.0
0.5157142857142857,100.08285714285716,15.178571428571429,28.22285714285714,20.382857142857144,20.384285714285717,34.53857142857143,21.947142857142858,12.592857142857143,28.11428571428572,1.737142857142857,2.474285714285714,0.8999999999999998,1.5757142857142858,3.2528571428571427,4.964285714285714,1.7599999999999998,3.207142857142857,0.8344
7.432857142857143,99.01,8.411428571428571,13.994285714285716,10.67857142857143,10.68,20.36428571428571,7.641428571428571,12.724285714285712,14.008571428571427,2.761428571428572,4.1885714285714295,1.6142857142857143,2.5742857142857143,5.604285714285715,7.730000000000001,3.474285714285714,4.258571428571429,0.0
0.2928571428571428,101.06,8.209999999999999,14.685714285714283,10.992857142857144,10.991428571428573,19.58,10.171428571428567,9.407142857142857,14.278571428571428,2.4171428571428573,3.244285714285714,1.532857142857143,1.7100000000000002,3.7771428571428567,5.187142857142858,2.5,2.684285714285714,0.0
0.0842857142857143,98.5457142857143,11.492857142857144,23.63,15.507142857142856,15.51,30.672857142857143,17.419999999999998,13.252857142857144,23.622857142857143,1.8242857142857145,2.6128571428571425,1.0257142857142856,1.587142857142857,3.86,5.43,2.1042857142857145,3.3242857142857143,0.0
12.594285714285714,99.06285714285715,13.594285714285714,21.194285714285712,18.41142857142857,18.41142857142857,26.437142857142856,16.584285714285713,9.854285714285714,21.224285714285717,2.61,3.6542857142857135,1.6228571428571428,2.03,4.891428571428572,6.6085714285714285,3.1700000000000004,3.44,0.0
0.5342857142857144,100.57142857142856,12.308571428571428,22.1,17.262857142857143,17.262857142857143,28.505714285714287,16.112857142857145,12.394285714285717,21.99428571428572,1.75,2.4800000000000004,1.162857142857143,1.3157142857142856,4.047142857142857,5.864285714285714,2.148571428571429,3.7142857142857135,0.1458
4.418571428571429,99.15285714285712,7.451428571428571,9.732857142857144,7.252857142857143,7.272857142857142,15.407142857142857,3.4457142857142853,11.964285714285714,9.757142857142856,3.024285714285714,4.368571428571429,1.884285714285714,2.4857142857142853,5.641428571428572,7.637142857142857,4.081428571428571,3.5585714285714283,0.5196000000000001
1.0814285714285716,100.65571428571428,14.751428571428567,26.042857142857144,20.02857142857143,20.027142857142856,31.352857142857143,20.73,10.621428571428572,26.354285714285712,2.095714285714286,3.01,1.2385714285714282,1.7742857142857142,3.3885714285714283,5.484285714285714,1.8171428571428567,3.665714285714285,1.0029
7.274285714285715,100.68142857142855,9.468571428571428,16.752857142857145,12.852857142857143,12.854285714285714,22.892857142857142,10.74,12.152857142857144,16.72,2.998571428571428,4.302857142857143,1.7,2.6042857142857136,5.414285714285713,7.284285714285715,2.867142857142857,4.418571428571428,0.0
